1.990295	0.1305792	0.4123042	0.875	0.8333333
0.001023425	0.1030491	0.1758498	0.7690599	1
0.3614679	0.1898104	0.6118538	1	1
0	0.3850718	0.5724236	1	1
0	0.251623	0.09893952	0.75	0.4
0.4808151	0.03616641	0.03848377	0.7018576	0.4
0.1084534	0.09626324	0.4414581	0.8075499	0.7777778
0.230673	0.01581848	0.3148634	0.7979695	0.75
0.451658	0.1546575	0.1988946	0.8571429	0.7142857
0	0.3132338	0.7141593	0.75	0.8
0.6491966	0.001719499	0.09727147	0.7891815	0.7142857
0	0.1504691	0.1419797	0.8333333	0.75
0	0.3939814	0.7230636	1	1
0.3869446	0.1738515	0.05913713	1	1
1.565249	0.09259041	0.372209	0.875	0.8333333
0.4500631	0.1704959	0.4311483	0.9375	1
1.035538	0.1784279	0.1635558	0.6734014	0.75
0.4885691	0.01471679	0.09514058	0.8192984	0.7777778
0.4610237	0.2222276	0.1149504	0.6938138	0.6666666
0.00354685	0.3071744	0.1325	0.95	0.8333333
0.09605133	0.1005826	0.5435807	0.7642977	0.8333333
0.5808679	0.2337996	0.4096553	0.8218259	0.7777778
0.7078205	0.2035734	0.4724183	0.8333333	1
1.230135	0.2406068	0.4701763	0.95	0.8333333
0	0.2649136	0.4293526	1	1
0	0.06145268	0.2013958	0.875	0.6
1.52899	0.1255416	0.2643924	0.875	0.6
1.031513	0.190515	0.04755419	0.7278345	0.625
0.03458138	0.1125215	0.6599559	0.75	1
0.2202767	0.1312695	0.1447654	0.9166667	0.75
0.9673734	0.1567868	0.6081962	0.6734014	0.75
0.3988046	0.2724169	0.05654195	0.8232233	0.8
0.3019232	0.003603506	0.02156559	0.4556689	0.6
0	0.2606332	0.2472768	0.6938138	0.6666666
0.4148709	0.03044889	0.1090023	0.865313	0.6666666
0.5784854	0.07897668	0.4554966	0.8821489	0.4
0.154223	0.1761426	0.06402143	0.9166667	0.75
0.6861346	0.1696898	0.3296404	0.8333333	1
0.4326319	0.1297197	0.1283181	0.9375	0.8
0.5421938	0.09287155	0.07188365	0.4226497	0.5
0.5133406	0.07652881	0.1668519	0.8350428	0.6666666
0.001769457	0.0653008	0.5312949	0.6976284	0.8333333
0.2268554	0.1888589	0.4642484	1	1
0.00384986	0.02072442	0.2605434	0.8125	1
0.2470492	0.0662084	0.2355267	0.8218259	0.9
0.9250876	0.1579902	0.6131299	0.7278345	0.7777778
0.956127	0.128378	0.0431271	0.8639172	0.7
0	0.2863065	0.03191893	1	1
0.1690401	0.1857444	0.04236094	0.8232233	0.8333333
0.06692348	0.3756949	0.0435978	0.9375	0.8
0.4478363	0.2636746	0.09042596	0.95	0.8333333
0	0.2234623	0.3365166	1	1
0	0.5184675	0.09898673	1	1
0	0.02869206	0.543036	0.6734014	0.875
0.3244375	0.06395614	0.2930869	0.8250364	0.75
0.3713062	0.1053101	0.3828183	0.75	1
0.3501505	0.2187605	0.08465135	0.75	0.7142857
5.256084E-05	0.01605198	0.2418772	0.6734014	0.7142857
0	0.3116165	0.1947355	0.6464466	0.8
0.4620741	0.0404978	0.6047059	0.7891815	1
0.6660151	0.03425644	0.6404497	0.8075499	0.875
0.01646349	0.1792806	0.5151211	0.9166667	1
0.1268302	0.01495051	0.2086366	0.5917517	1
0	0.08876248	0.4882155	0.85	1
1.824032	0.2389838	0.2621611	0.95	1
0.7785661	0.2046945	0.3951055	0.6938138	1
0	0.1600854	0.03810493	0.9166667	1
0.21376	0.3207605	0.4915186	0.875	1
0.3693251	0.2317087	0.1169693	0.75	0.8333333
0.454002	0.1650966	0.6150109	0.8075499	0.8
0.3009365	0.008816386	0.07828759	0.85	0.8333333
0.1046636	0.06876065	0.6517197	0.7278345	0.875
0	0.2552628	0.0921218	1	1
0.4983015	0.1423728	0.5049726	0.75	1
0.641385	0.197865	0.6115261	0.95	0.6
0.6820527	0.2276996	0.08925298	0.95	0.8333333
0.9311346	0.233317	0.4130645	0.75	0.8
0	0.1045063	0.5341253	0.9	1
0.8319918	0.07285831	0.6699575	0.3333333	1
0	0.05178082	0.588982	0.6	0.7142857
0.330143	0.06276919	0.1995467	0.5917517	0.8571429
0	0.2941607	0.1282906	0.75	0.6
2.025696	0.1603038	0.6690227	0.95	0.8333333
0.3433393	0.002279305	0.6693707	0.4556689	0.8333333
0	0.3850075	0.09518535	0.875	0.8
0.4614034	0.02741909	0.02621095	0.865313	0.625
0	0.4053997	0.08046994	1	1
0.03242222	0.1626292	0.6154551	0.8333333	1
0.2124645	0.01480272	0.2000364	0.4556689	0.25
0	0.3145244	0.2712857	0.6464466	0.8
0.3436182	0.1580091	0.386048	0.8250364	0.625
0.7385027	0.1921765	0.6388709	0.8333333	0.875
0.0408768	0.2782344	0.2605596	0.9375	0.8
0.1524806	0.03055844	0.202815	0.4960474	0.7142857
0	0.1596227	0.7201545	0.8232233	0.8
0.6362512	0.3440105	0.09771856	0.9166667	0.75
0	0.1986181	0.002733866	0.9166667	0.75
0.1779277	0.1890684	0.4063037	0.8232233	1
0.2031845	0.05760012	0.6669138	0.7958758	0.75
0.08159788	0.1428003	0.4642826	0.8585786	1
