0.07275246	0.004914868	0.003524865	0.6127017	0.4285714
0.1124009	0.007576549	0.04043795	0.6127017	0.1666667
0.06311546	0.0007692099	0.01121661	0.6901613	0.5
0.2322946	0.06489654	0.03698557	0.6837722	0.5
0.5112476	0.01460375	0.07898216	0.6837722	0.375
0.1366813	0.004254424	0.06198569	0.6127017	0.1666667
0.05803539	0.008636999	0.007539495	0.6901613	0.5555556
0.07635611	0.001198769	0.01791157	0.6127017	0.5
0.7460533	0.01711226	0.1194417	0.7470177	0.2857143
0.1687492	0.02109845	0.008136156	0.6127017	0.2857143
