0	0.04769759	0.3579562	1	1
0	0.3721161	0.7537628	1	1
0.4331443	0.1817351	0.6103666	1	1
0.04364683	0.1004973	0.1724739	1	1
0.3807119	0.3894562	0.1195428	1	1
0.08381074	0.06513705	0.4827223	1	1
0	0.06950088	0.2174296	1	1
0	0.1660272	0.2884253	1	1
0.7107604	0.4810445	0.01456002	1	1
0.09981278	0.4030658	0.9320285	1	1
0.4246769	0.4447865	0.9067451	1	1
0.1304166	0.2705231	0.2047455	1	1
0	0.06678982	0.8244171	1	1
0.320149	0.2564246	0.4567259	1	1
0.291022	0.0176693	0.4858134	1	1
0.0287293	0.1069274	0.4693233	1	1
0.1880192	0.546995	0.03567268	1	1
0.2470138	0.1655513	0.3428516	1	1
0	0.1039479	0.8481607	1	1
0.2400393	0.2424362	0.800343	1	1
0.004819758	0.1872416	0.8815311	1	1
0	0.317945	0.7192794	1	1
0.5823947	0.4791054	0.6667501	1	1
0	0.101454	0.1772832	1	1
0.176993	0.2862409	0.5197194	1	1
0	0.1007382	0.6607847	1	1
0	0.08965163	0.91826	1	1
0.1252186	0.0002360344	0.47368	1	1
0.1274377	0.3080953	0.4617757	1	1
0.01350753	0.0006684304	0.650833	1	1
0.04797535	0.2326834	0.08748712	1	1
0.003735966	0.1527753	0.4830326	1	1
0.3592535	0.3652671	0.3185259	1	1
0	0.1158253	0.7547854	1	1
0.4615828	0.08640428	0.4341176	1	1
0.2384058	0.2400283	0.471659	1	1
0	0.02909918	0.374238	1	1
0	0.3760001	0.6106074	1	1
0	0.1445547	0.4579947	1	1
0	0.130193	0.4867154	1	1
0	0.3785499	0.8278261	1	1
0	0.04486537	0.7487705	1	1
0	0.2277383	0.7303567	1	1
0.7993222	0.2847925	0.253783	1	1
0	0.2022611	0.171843	1	1
0	0.1778101	0.0001938714	1	1
0.8631291	0.4651345	0.6074495	1	1
0.1737322	0.3510228	0.08530816	1	1
0.001150622	0.1740313	0.5942539	1	1
0.2405926	0.3891242	0.2342177	1	1
0.4598932	0.0336328	0.5115572	1	1
0.1746737	0.05802264	0.7265595	1	1
0	0.3360862	0.2362412	1	1
0.04101048	0.1771921	0.8767274	1	1
0.003805958	0.3008593	0.3818082	1	1
0	0.1635823	0.7249258	1	1
0.04914938	0.02214198	0.6657812	1	1
0.1684772	0.4167102	0.8508775	1	1
0.05983507	0.1877758	0.603055	1	1
0.008267414	0.168725	0.6827682	1	1
0	0.02871571	0.5959082	1	1
0.04085007	0.2050167	0.004247369	1	1
0	0.1522613	0.2426003	1	1
0	0.1045239	0.2347836	1	1
0.0210721	0.2064681	0.2536133	1	1
0	0.168909	0.3429535	1	1
0.4841963	0.2062021	0.2619987	1	1
0.09103337	0.1393885	0.5269563	1	1
0.01481425	0.1898651	0.6562712	1	1
0	0.341859	0.01736357	1	1
0.2780675	0.3830717	0.06259732	1	1
0.1218307	0.5285838	0.4309616	1	1
0	0.04738794	0.5464236	1	1
0.002913027	0.4249545	0.7079934	1	1
0	0.1101478	0.8089463	1	1
0.7274407	0.4571312	0.1056967	1	1
0.1579996	0.1825151	0.1571177	1	1
0.18676	0.09304228	0.4779756	1	1
0	0.410738	0.5513567	1	1
0.1892218	0.3331971	0.1491325	1	1
0	0.1036258	0.2081535	1	1
0.2812317	0.2254024	0.3306141	1	1
0.4169861	0.2545222	0.961476	1	1
0.1394011	0.3609073	0.5004254	1	1
0.1514416	0.2836232	0.2554612	1	1
0.1116043	0.3229257	0.3162986	1	1
0.525446	0.009754276	0.5652462	1	1
0.2388888	0.2435834	0.4054748	1	1
0.4755691	0.06200576	0.9564088	1	1
0	0.2055289	0.5944526	1	1
0.05798569	0.01492839	0.9366799	1	1
0	0.19373	0.9796378	1	1
0	0.2635284	0.460213	1	1
0.4463411	0.4499816	0.0749015	1	1
0.09503926	0.5618352	0.4007225	1	1
0.07553872	0.1657054	0.09003228	1	1
0.7766189	0.06635018	0.9539929	1	1
0	0.183341	0.401238	1	1
0.04971907	0.1831991	0.3757516	1	1
0.4721818	0.02185702	0.4948297	1	1
