0	0	0	0	0	0	0	0	0	0	0.07180315	0.383715	0.6874123	0.6284264	0.5826257	0.696032	0.5204991	0.4132792	0.4410914	0.6633236	0	0.07857729	0.2866494	0	0	0	0	0	0	0	0	0.02297064	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1145966	0.2505435	0.1548565	0.07201429	0.2402445	0.5196716	0.6449503	0.6257386	0.4436148	0.1414273	0	0	0	0	0	0.03493641	0.1669529	0.3323111	0.9808468	0.4255222	0	0.1616093	0.4937029	0	0	0	0	0	0	0.1182378	0	0.01959186	0	0	0	0	0	0	0	0	0	0	0	0.004149993	0
0	0.02667103	0.02284976	0.01463469	0.01450175	0.1721037	0.4900343	0.620775	0.4339273	0.1480658	0.009377982	0	0	0	0	0.005852272	0.02326365	0.1931444	0.7179416	0.8963033	0.1337209	0.03231863	0.03671045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5340873	0.1335218	0	0	0.002308038	0.06133475	0.3010285	0.6575737	0.8759601	0.9204422	0.9198599	0.9194237	0.8136126	0.4782234	0.1242285	0	0	0.2388354	0.1761047	0.496141	0	0.1797152	0.4710985	0	0	0	0	0	0	0.0496898	0	0	0.02423986	0	0	0	0	0	0	0	0	0	0	0	0
0.4809003	0.455126	0.4688313	0.4822559	0.4822072	0.502279	0.5265809	0.5101329	0.4152887	0.2245301	0.05760865	0.003600754	0.01440356	0.09723149	0.2340494	0.2905512	0.3030454	0.1532304	0.9268991	0.5374881	0.2627786	0.2635153	0	0.07973585	0	0	0	0	0	0	0	0	0	0.1120876	0	0.09848627	0	0	0	0	0	0	0	0	0
0.3495558	0.1324531	0.04684938	0.135918	0.3613356	0.4922119	0.4156357	0.2498164	0.250278	0.4078287	0.4847268	0.4860183	0.4864994	0.467592	0.3616065	0.1752729	0.05613898	0.2230481	0.6440929	0.7847742	0.2951565	0.1177422	0	0.02385699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.4286311	0.1278508	0.2041336	0.5661466	0.8255956	0.865773	0.7814752	0.6674486	0.5535006	0.3390696	0.09442589	0	0	0	0	0.08027042	0.1605408	0.3841745	0.2004727	0.5899653	0	0.139579	0.5057539	0	0	0	0	0	0	0	0	0.08159351	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0.1746747	0.5446737	0.8228675	0.8600757	0.6812336	0.3340048	0.0691762	0	0	0	0	0	0	0	0	0.009197894	0.468068	0.5407725	0.5182139	0	0.1134013	0.4096437	0	0	0	0	0	0	0.03483022	0	0.2995868	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2882059	0.459007	0.4944001	0.4813066	0.4809313	0.3904461	0.1800774	0.02998337	0	0	0	0	0.05595431	0.2320368	0.4164619	0.494708	0.521689	0.1011769	0.6168616	0.6248898	0.2730255	0.2433874	0	0.03881885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.3973169	0.6175051	0.6407782	0.4285042	0.125875	0	0	0	0	0	0	0	0	0.03461677	0.06923354	0.1525777	0.1434893	0.3152297	0.2425315	0.06715737	0.2211661	0.09255443	0	0	0	0	0	0	0.01770512	0	0	0.06293784	0	0	0	0	0	0	0	0	0	0	0	0
0.7224972	0.7032371	0.5994852	0.5155057	0.5020773	0.5023582	0.487168	0.4666779	0.4622346	0.5074559	0.6667895	0.819198	0.7477549	0.4910258	0.2632235	0.23713	0.4252759	0.1835292	0.7925104	0.09945364	0.1762962	0.1872362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.008947075	0.002236769	0	0	0	0	0	0.002236802	0.1565987	0.5280382	0.819061	0.8907902	0.8750682	0.6690702	0.2707243	0.03131675	0	0.4453009	0.8509025	0.3896403	0	0.07228728	0.2767215	0	0	0	0	0	0	0.1494582	0	0.1034555	0	0	0	0	0	0	0	0	0	0	0	0.01298476	0
0.1079099	0.02697747	0	0	0	0	0	0	0.01508	0.1266533	0.2080666	0.1019005	0.01081439	0.005407193	0	0	0	0.6135326	0.8376092	0.4319183	0	0	0.04955584	0	0	0	0	0	0	0.0325314	0	0.3164956	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.008675286	0.01735057	0.01391223	0.0104739	0.005236948	0	0	0	0	0	0	0	0.1887864	0.2226374	0.8552213	0.1077701	0.03253001	0.05476566	0	0	0	0	0	0	0	0	0	0	0.009080949	0	0	0	0	0	0	0	0	0	0	0
0	0	0.03036787	0.1777087	0.4182562	0.475965	0.27131	0.08141352	0.01515314	0	0	0	0	0	0	0	0	0.2380014	0.6887332	0.9823737	0.1674875	0.02054634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4880327	0.6184774	0.4517948	0	0.08417518	0.3150929	0	0	0	0	0	0	0.08355673	0	0.2864041	0	0	0	0	0	0	0	0	0	0	0	0.07012949	0
0.481162	0.4168499	0.2578393	0.1359622	0.1321671	0.1693015	0.1512473	0.09840783	0.09478914	0.2112567	0.3931417	0.443114	0.4111192	0.4489276	0.4838568	0.4824723	0.4824708	0.06079014	0.4425356	0.5593684	0.2454101	0.2477952	0	0.01894204	0	0	0	0	0	0	0	0	0.05750847	0	0	0	0	0	0	0	0	0	0	0	0
0.09437712	0.02359428	0.01347286	0.1555147	0.2706108	0.128569	0	0	0	0.0688933	0.1443117	0.08194347	0.006525087	0	0	0	0	0.3464385	0.3282364	0.7290051	0	0.0533145	0.1909324	0	0	0	0	0	0	0	0	0	0	0.04429775	0.1847742	0	0	0	0	0	0	0	0	0	0
0.3742183	0.3523277	0.377318	0.5583274	0.5859103	0.542156	0.6420619	0.5500833	0.199043	0.00531927	0	0	0	0	0.1263145	0.4072582	0.545899	0.2060346	0.4854668	0.03101213	0.121526	0.1925196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02129733	0	0	1
0.4396475	0.1099119	0.0598028	0.2416324	0.493825	0.7321581	0.8804483	0.9204136	0.9202036	0.9201981	0.9203837	0.9055221	0.8238267	0.7023647	0.6618174	0.5712973	0.288856	0.3272489	0.4021273	0.4650333	0	0.1759349	0.5575607	0	0	0	0	0	0	0.09184994	0	0.02741191	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0439335	0.1416562	0.4272259	0.6039815	0.4489764	0.141548	0	0	0	0	0	0	0.02808514	0.06194352	0.07613074	0.07877147	0.03649912	0.3776599	0.1491211	0.6139762	0	0.1257308	0.4584541	0	0	0	0	0	0	0	0	0.04792701	0	0	0.06515223	0	0	0	0	0	0	0	0	0	0
0	0.2661144	0.4241962	0.4281931	0.2751569	0.07966528	0	0	0	0	0	0	0	0	0	0	0.07461966	0.03041717	0.0372605	0.03294881	0.1709943	0.216106	0.009006118	0	0	0	0	0	0	0	0	0	0.071418	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.1312813	0.4581062	0.7315294	0.7931089	0.5929431	0.2298338	0.02529512	0	0	0	0.04601476	0.09202953	0.04601476	0.2071676	0.05239981	0.5458632	0.003589837	0.1552885	0.400272	0	0	0	0	0	0	0.01918527	0	0	0.004977257	0.01774046	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.07206598	0.1708106	0.147236	0.07623159	0.09068339	0.1288065	0.07471091	0.02839978	0.03910441	0.0195522	0.31097	0.121941	0.7405353	0.005846421	0.05260657	0.1901819	0	0	0	0	0	0	0	0	0	0.02559358	0.0004654067	0	0	0	0	0	0	0	0	0	0	0
