776.526	794.2081	653.5592	52.99691	62.25034	204.416	34.49005	0	0	25.23662	0.8412207	178.3383	147.2133	556.151	778.6243	776.6009	777.7891	1.386421	1.221558
659.6259	601.0984	615.1558	507.6065	187.3338	120.7119	259.8924	612.7938	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	650.9938	595.3528	1.643589	6.501045
659.6259	603.1936	642.5376	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	651.7106	271.7658	73.21856	71.8993	432.9611	644.1364	617.3946	1.539489	4.049849
256.5269	557.9636	577.0786	298.117	0	0	0	0	0	0	0	0	0	0	176.3892	575.5958	558.8312	1.277395	74.33295
327.1754	472.7268	0	0	0	0	0	0	0	44.85459	659.6259	659.6259	659.6259	659.6259	659.6259	641.651	595.5364	1.813281	15.46952
659.6259	659.6259	659.6259	506.5968	377.9675	572.5577	659.6259	497.3618	350.2627	533.6409	659.6259	640.4973	563.9828	657.647	659.6259	659.1032	649.9476	1.683895	23.48659
659.6259	639.7531	616.0918	405.6722	478.892	659.6259	659.6259	659.6259	659.6259	659.6259	658.3066	565.3021	626.5609	659.3337	621.1121	584.3138	608.3638	1.589115	39.57386
659.6259	587.3234	472.7758	95.64597	3.298135	0.659627	16.49067	226.9112	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	659.6259	626.8615	584.6776	1.677322	11.63146
0	0	0	0	0	0	0	0	0	0	0	0	108.8386	497.3618	568.6001	501.1064	109.6221	2.037869	13.86996
659.6259	594.1144	632.9384	659.5227	645.1145	583.7711	658.3066	659.6259	659.6259	659.6259	659.6259	659.6259	502.6389	351.582	598.6039	656.9815	612.0621	1.587165	1.511808
276.9315	573.81	155.9546	0	0	0	0	0	0	0	143.1391	659.6259	659.6259	659.6259	643.6799	570.1707	556.9196	1.676843	16.78369
