394.9386	364.0633	422.175	436.3262	434.8613	428.1151	470.5257	665.7513	714.5934	718.288	711.5922	647.5382	688.0495	717.73	726.1381	736.8054	642.4277	505.4751	419.6447	416.347	414.0481	358.9798	286.2151	305.0492
3.104125	4.434103	5.247306	6.023003	21.11907	407.8795	579.2239	521.128	460.7278	466.4231	524.2845	553.7342	542.2036	560.8726	470.4238	464.983	462.0774	457.6204	256.9527	33.66609	11.23086	3.11182	3.914095	3.449641
839.1312	826.2658	796.5624	701.2296	633.375	584.5084	686.1898	469.3265	161.8245	110.3248	69.57822	57.96037	76.04993	82.01531	96.60546	83.21853	50.53693	391.3113	37.18773	43.58009	251.9778	591.2197	803.1457	829.0593
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.202681	15.06816	7.896103	8.053631	5.503488	4.871554	41.57883	38.72029	0.6607795	0
694.5817	821.4371	865.2419	871.7585	879.0486	883.7189	874.3522	776.4316	334.7657	29.14936	24.02829	25.71476	30.28783	37.89563	61.92284	166.0297	256.8367	254.0723	302.8162	399.5453	655.5448	685.3955	634.9951	634.715
162.147	182.915	256.6639	413.1184	460.4705	460.6541	460.9799	547.9807	727.3521	822.4271	842.8779	838.2698	866.9473	874.6591	881.6786	580.2861	478.2047	485.1079	490.6651	488.0795	454.2352	240.8155	200.4334	156.4946
272.795	242.4833	144.9492	7.165047	0	0	0	0	0	15.47743	117.7266	153.5478	159.7312	81.36278	6.616634	0	0	71.32133	0	0	8.620571	142.0584	230.9556	279.0239
162.147	182.915	256.6639	413.1184	460.4705	460.6541	460.9799	547.9807	727.3521	822.4271	842.8779	838.2698	866.9473	874.6591	881.6786	580.2861	478.2047	485.1079	490.6651	488.0795	454.2352	240.8155	200.4334	156.4946
158.7676	181.6845	247.4546	499.2984	543.2841	521.2167	479.5334	546.1775	799.4998	848.713	826.3431	811.7943	752.9902	836.3781	921.9268	830.6603	533.3453	462.5876	461.4889	461.6267	409.603	256.6421	185.2501	177.3563
0	0	0	0	0	24.55593	11.08045	0	0	0	0	0	0	131.1227	296.7389	320.0834	364.6597	374.696	386.9461	371.4379	329.5516	256.4718	24.6057	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.213789	0	0	0	0	0	0
119.4862	147.8622	193.6483	304.8967	472.9798	478.3577	481.9295	480.2054	478.8465	509.4494	465.5168	404.5127	376.0187	338.5367	222.4069	159.0425	129.953	113.4443	95.46542	122.0157	161.7785	214.2085	168.696	139.845
63.32594	0	0	0	0	0	0	0	0	0	0	5.91136	102.8618	141.1305	151.2271	114.2705	19.72165	0	0	43.03285	0	0	9.575147	151.1706
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171574	64.2859	40.98386	0	0	0	0	1.171946
8.236592	8.319022	25.90084	243.823	457.4142	460.416	464.3748	467.3361	520.7039	608.2497	595.082	511.8493	467.6528	479.7442	487.1979	487.2292	319.54	26.01446	9.705387	6.204426	4.797427	4.865866	3.606814	3.976872
411.12	247.594	170.0087	149.9453	169.4308	287.9214	567.2087	651.1315	670.2473	700.2254	672.6469	650.9744	746.9141	856.9478	874.7699	826.0295	842.9738	840.9083	822.5283	717.2866	591.5412	466.5457	465.5574	463.7729
501.7338	490.55	526.4049	613.7485	616.262	714.8189	651.2214	490.7365	429.2122	418.6296	459.2552	650.1688	653.4537	514.1984	458.7433	420.5555	506.1616	668.6218	690.2515	564.6522	473.0974	512.4162	510.3781	503.625
5.771076	0	0	0	0	4.383756	99.87953	97.56809	67.37952	18.57187	0	0	0	0	0	0	0	0	0	0	0	60.7482	278.0545	192.6496
155.7767	170.8052	227.9389	349.6117	330.3377	258.8972	257.0445	312.2365	406.5936	502.9092	500.3707	499.6049	503.3016	498.7544	502.8734	500.8484	502.7375	504.7993	377.3569	505.6691	409.1665	248.3696	163.229	154.49
338.8572	331.099	262.5412	262.4368	295.952	392.7171	503.4853	500.1616	499.4569	503.2614	498.7092	502.4781	500.4821	502.5062	504.7881	499.3801	505.8032	409.051	262.0529	168.1243	152.3199	160.4008	152.381	238.525
32.26006	52.44056	256.6762	464.8617	470.3369	473.6526	490.5938	514.6056	491.522	499.4931	505.179	503.7296	497.6162	547.5051	575.1718	292.8618	73.05149	46.31054	29.77922	18.94908	16.38752	17.34587	12.39422	16.85565
185.4339	3.853816	0	0	0	0	3.730705	116.258	119.5761	70.04695	21.92377	0	0	0	0	0	0	0	0	0	0	0	48.20707	284.3571
355.7476	410.3932	480.3313	416.7396	293.3727	244.0202	232.1913	239.0668	219.2998	487.6526	680.9315	351.8907	425.4235	280.3522	217.4457	261.16	319.1996	265.2607	317.7095	370.4339	474.8148	473.2789	414.2484	369.3657
502.8055	501.8227	503.0304	503.0764	499.0596	495.0885	503.26	392.2565	240.1042	195.8661	136.8973	149.8125	183.4944	216.3864	182.6977	133.2256	97.28706	345.7225	115.9613	132.2945	222.0669	469.7944	505.7386	496.252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336.1039	413.3832	429.5465	432.6874	437.795	433.9589	409.4595	359.0588	160.2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.6461
0	0	1.840027	0.4478774	0	0	9.35675	38.91132	25.98819	15.5694	35.62621	18.71831	12.92873	0	0	0	0	0	0	0	0	0	0	0
0	0	0	149.7759	300.4455	181.1503	0	0	0	0	0	0	0	0	0	0	33.80703	221.1959	365.508	337.9381	217.8596	5.255869	0	0
