749.7855	727.063	600.3824	287.6338	198.1278	208.4037	272.0417	48.45727	19.12975	15.78567	10.15138	5.666439	6.79169	9.10548	21.46368	14.66507	64.34135	345.1408	361.4889	318.853	444.1496	670.6023	730.148	316.2118
651.1215	628.6017	578.5968	424.6944	291.9107	280.8413	190.508	21.49542	7.509373	2.50519	1.675702	0.8397071	3.356018	2.489593	2.469383	5.759823	20.08388	254.4342	201.8973	141.0811	73.42828	331.0593	615.4453	648.234
745.2825	739.2848	725.7235	703.5573	569.0729	374.5786	358.5158	414.9249	357.0387	222.0335	148.151	126.5043	141.4033	111.2322	42.05088	32.31776	239.0697	257.2968	277.6262	318.4726	568.6665	682.5497	737.7889	748.9324
399.6725	708.7729	745.5433	759.365	761.4512	761.7122	764.5807	761.712	756.8276	558.451	275.7589	25.48308	24.73853	24.17796	30.42149	51.99973	150.3986	191.921	182.1977	215.7812	308.7831	473.1916	372.441	400.9853
664.8309	464.0145	237.325	114.3313	224.1699	274.5809	139.8032	16.85861	9.822891	5.765429	4.15814	0.8106953	0.8303205	2.447863	3.336631	5.817686	15.71067	245.1638	400.476	438.0068	513.7756	575.4244	626.6271	654.5302
739.2844	740.8491	725.2021	695.4725	531.6522	341.0828	331.4414	379.8418	359.4687	218.7776	172.8733	136.6661	132.7367	135.2401	64.28789	28.92588	22.77473	22.33184	15.70184	42.96436	401.9028	708.3631	744.5856	743.4568
738.5024	739.2844	732.6434	633.9821	265.1293	61.71546	52.72098	73.01754	80.38745	145.1542	149.4131	127.7032	135.838	167.4762	210.283	360.3902	268.555	238.9669	238.7659	461.538	701.7318	728.0709	736.4156	744.2392
738.5024	739.2844	732.6434	633.9821	265.1293	61.71546	52.72098	73.01754	80.38745	145.1542	149.4131	127.7032	135.838	167.4762	210.283	360.3902	268.555	238.9669	238.7659	461.538	701.7318	728.0709	736.4156	744.2392
0	0	0	0	0	0	250.5072	269.3619	269.3619	436	590.8651	654.2069	610.0014	310.231	807.8924	471.8899	27.47483	14.00676	0	0	0	0	0	0
765.9615	765.1902	755.9338	743.592	570.0355	189.7539	0	0	0	0	0	0	0	0	0	0	0	0	354.8255	731.2502	759.0193	755.9338	757.4766	762.1047
329.8141	334.2299	313.273	275.6429	133.4228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1739	225.7926	322.1943	325.4814
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	128.0344	305.4735	356.2495	53.31289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.562463	281.7281	385.6127	413.5107	428.0671	365.0342	7.594688	0	109.2051	25.95576	0	0	0	0
46.23497	322.9077	356.9126	384.0832	387.8438	160.89	0	0	0.2614577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
