0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.578928	55.6189
0	0	0	0	0	0	0	0	0	0	0	357.4329	431.1304	14.7395	0	0	0	1.236713	63.15167
1.842437	0	0	0	0	0	0	0	0	320.5841	143.7101	40.53363	29.479	197.1408	252.414	0	0	1.421926	62.21411
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257216	36.05365
0	567.6764	1919.17	1799.086	1838.386	1877.686	334.9254	63.18974	65.92661	8.271161	0	0	0	0	0	0	0	2.344981	18.47006
0	0	0	0	0	0	0	0	0	0	0	0	204.5106	318.7417	0	0	0	1.705758	43.633
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.323709	30.2337
0	0	0	0	0	0	0	0	0	3.684875	397.9665	208.1954	204.5106	451.3972	7.36975	0	0	1.442165	54.74188
0	0	0	0	0	0	0	0	0	210.0379	281.8929	95.80676	99.49163	324.269	206.353	0	0	1.365796	63.64792
58.7948	0	28.22148	835.2653	666.702	783.1506	526.8036	0	0	0	0	0	0	0	0	0	0	2.264017	163.5183
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16186	29.16428
