0.4299266	0.1074817	0.001182748	0.08529755	0.2686281	0.4046733	0.4693987	0.5198039	0.5356191	0.5062721	0.387742	0.1879143	0.07511359	0.06626891	0.0468935	0.01893566	0.004588032	0.1471548	0.07991175	0.1169539	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1072912	0.3733572	0.06195971	0	0	0	0	0	0.02590116	0.02619807	0.1409496	0	0.331339	0.3681509	0.1346764	0	0	0	0	0	0.1411918	0.132122	0.08731535	0.008220086	0.06153527	0	0	0	0	0	0	0	0	0	0	1
0.4754874	0.1447269	0.04315665	0.04946467	0.06091955	0.05935109	0.02838531	0.03969569	0.1946998	0.3388161	0.337769	0.3873458	0.4749079	0.5013123	0.4932158	0.379933	0.1791852	0.1690839	0.08021443	0.09431492	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.08832239	0.34586	0.05804531	0	0	0	0	0	0.01050509	0.01091413	0.1388732	0	0.3211925	0.4154683	0.1306145	0	0	0	0	0	0.1555712	0.1438931	0.09873918	0	0.02194516	0.01126993	0	0	0	0	0	0	0	0	0	1
0.4736646	0.336077	0.2862899	0.3400247	0.3749605	0.3057157	0.237404	0.2291287	0.2000725	0.1277272	0.09476795	0.1147437	0.1080799	0.05795158	0.03623838	0.09342854	0.201021	0.1258769	0.09260542	0.7510783	0	1	0	0	0	0	0.7	0.3	0.3	0.3	0.1	0.3	0.8000001	0.4	0	0.1	0.1	0.3	0.6	0.1	0	0	0	0	0	0.1	0.1	0.2	0.04718947	0.174061	0.4627599	0.01424071	0	0	0	0	0	0.1302659	0.1271557	0.04560248	0.1206612	0.3582802	0.5082275	0.1640966	0	0	0	0	0	0.07320794	0.0849351	0.1754254	0	0.01129733	0	0.01538763	0	0	0	0	0	0	0	0	1
0.1986427	0.04966066	0	0	0	0.03473082	0.1734013	0.3608848	0.4587637	0.4730988	0.4775439	0.4413496	0.2991373	0.1199289	0.02114677	0	0	0.1347978	0.0001903958	0.03860372	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1333943	0.351216	0.07820848	0	0	0	0	0	0.02084583	0.02083344	0.1246775	0	0.3289032	0.3595278	0.1291237	0	0	0	0	0	0.1475443	0.1387029	0.08667714	0.00340206	0.04690997	0	0	0	0	0	0	0	0	0	0	0
0.4730988	0.1206402	0.01285354	0.1045002	0.2449781	0.2737074	0.2688812	0.3589558	0.4162039	0.3750189	0.3371181	0.2888167	0.1733165	0.09080767	0.1165538	0.1362258	0.06758916	0.1550805	0.1008306	0.1145321	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.09822427	0.3716271	0.05848689	0	0	0	0	0	0.02251126	0.02289003	0.143432	0	0.3115447	0.399164	0.1257711	0	0	0	0	0	0.1555115	0.1428718	0.09460789	0	0.008643827	0.01976792	0	0	0	0	0	0	0	0	0	1
0	0.1285193	0.4310507	0.5755897	0.3779866	0.1147553	0.02435187	0.05793621	0.1593576	0.3161528	0.4343866	0.4149749	0.2445018	0.06370692	0	0	0	0.1366006	0.01909577	0.03666278	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1538592	0.3043189	0.09658571	0	0	0	0	0	0.005665779	0.005371539	0.1041649	0	0.3231389	0.3841346	0.1237016	0	0	0	0	0	0.1536106	0.144484	0.09435319	0	0.04034634	0	0	0	0	0	0	0	0	0	0	0
0.4162723	0.1040681	0	0.01625661	0.05928103	0.09197397	0.1418164	0.2948896	0.4582154	0.5073859	0.4996615	0.4624289	0.3608043	0.2505636	0.1559752	0.05580351	0.003548244	0.1515884	0.07794473	0.09668071	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1097135	0.3562768	0.06698354	0	0	0	0	0	0.01738402	0.01760993	0.134127	0	0.3299542	0.3781012	0.1332942	0	0	0	0	0	0.1447151	0.1353589	0.09055305	0.005980194	0.05609126	0	0	0	0	0	0	0	0	0	0	1
0.4683678	0.117092	0.04242637	0.2144832	0.4016349	0.4427658	0.4472639	0.4722793	0.4581667	0.3910493	0.2629344	0.1412318	0.09819318	0.08801208	0.05680057	0.01878128	0.001182748	0.1489726	0.09628419	0.11828	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1045628	0.3740968	0.06055063	0	0	0	0	0	0.02575413	0.02608058	0.1422634	0	0.3418195	0.3545955	0.1424408	0	0	0	0	0	0.1315429	0.1246303	0.0842704	0.0160157	0.06469456	0	0	0	0	0	0	0	0	0	0	1
0.4494439	0.112361	0.01063976	0.1011181	0.2192704	0.2392505	0.2978297	0.4451495	0.5051141	0.4816325	0.4371385	0.3166854	0.165161	0.1316308	0.1533589	0.08722164	0.01417591	0.1527582	0.07803522	0.1088135	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.103198	0.3677531	0.06168782	0	0	0	0	0	0.02137721	0.02169544	0.1401627	0	0.3340174	0.3746093	0.1362204	0	0	0	0	0	0.141644	0.1327514	0.08891354	0.007814788	0.06426439	0	0	0	0	0	0	0	0	0	0	1
0.4151367	0.1037842	0	0	0.007780195	0.1329619	0.2442064	0.1344025	0.09122834	0.2750159	0.4604769	0.504822	0.4825738	0.4873361	0.4965163	0.3762886	0.1363242	0.1589736	0.1527512	0.08777754	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1045014	0.3437141	0.06670919	0	0	0	0	0	0.01142006	0.01166608	0.1320407	0	0.281912	0.4302203	0.1124098	0	0	0	0	0	0.1718411	0.1544869	0.1059954	0	0	0.06945975	0	0	0	0	0	0	0.001070839	0	0	1
0.4446973	0.1111743	0.003548244	0.09195287	0.2778072	0.4116418	0.4703258	0.517459	0.5245053	0.4755614	0.3595966	0.1887021	0.09181167	0.07805263	0.04496067	0.01023306	0.001047446	0.1471548	0.07991175	0.1169539	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1072912	0.3733572	0.06195971	0	0	0	0	0	0.02590116	0.02619807	0.1409496	0	0.331339	0.3681509	0.1346764	0	0	0	0	0	0.1411918	0.132122	0.08731535	0.008220086	0.06153527	0	0	0	0	0	0	0	0	0	0	1
0.4725265	0.1355882	0.04466615	0.07866655	0.09368076	0.07027558	0.02834648	0.02348021	0.1408798	0.2750073	0.2999889	0.3818928	0.4894618	0.5097387	0.4929242	0.3797798	0.181682	0.1690839	0.08021443	0.09431492	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.08832239	0.34586	0.05804531	0	0	0	0	0	0.01050509	0.01091413	0.1388732	0	0.3211925	0.4154683	0.1306145	0	0	0	0	0	0.1555712	0.1438931	0.09873918	0	0.02194516	0.01126993	0	0	0	0	0	0	0	0	0	1
0.4701478	0.3477615	0.302424	0.3169895	0.335256	0.3098049	0.2714148	0.2329002	0.1686732	0.108515	0.1175638	0.1759507	0.1545192	0.0630073	0.0360985	0.08392306	0.1747677	0.1258769	0.09260542	0.7510783	0	1	0	0	0	0	0.7	0.3	0.3	0.3	0.1	0.3	0.8000001	0.4	0	0.1	0.1	0.3	0.6	0.1	0	0	0	0	0	0.1	0.1	0.2	0.04718947	0.174061	0.4627599	0.01424071	0	0	0	0	0	0.1302659	0.1271557	0.04560248	0.1206612	0.3582802	0.5082275	0.1640966	0	0	0	0	0	0.07320794	0.0849351	0.1754254	0	0.01129733	0	0.01538763	0	0	0	0	0	0	0	0	1
0.2028024	0.05070061	0	0	0	0.02469592	0.1604504	0.3650877	0.4658827	0.4730988	0.4753122	0.4305113	0.2894874	0.1242172	0.02647834	0	0	0.1347978	0.0001903958	0.03860372	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1333943	0.351216	0.07820848	0	0	0	0	0	0.02084583	0.02083344	0.1246775	0	0.3289032	0.3595278	0.1291237	0	0	0	0	0	0.1475443	0.1387029	0.08667714	0.00340206	0.04690997	0	0	0	0	0	0	0	0	0	0	0
0.4730988	0.1194536	0.01063305	0.09090893	0.2269432	0.2964621	0.3301913	0.3996706	0.4164643	0.3345227	0.2854174	0.2698427	0.1851755	0.1077925	0.1180236	0.1302879	0.0649108	0.1550805	0.1008306	0.1145321	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.09822427	0.3716271	0.05848689	0	0	0	0	0	0.02251126	0.02289003	0.143432	0	0.3115447	0.399164	0.1257711	0	0	0	0	0	0.1555115	0.1428718	0.09460789	0	0.008643827	0.01976792	0	0	0	0	0	0	0	0	0	1
0	0.1044296	0.3864501	0.5444437	0.3505341	0.09848405	0.02468757	0.03559932	0.1077921	0.2770759	0.4220934	0.4084792	0.2405119	0.0635573	0	0	0	0.1366006	0.01909577	0.03666278	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1538592	0.3043189	0.09658571	0	0	0	0	0	0.005665779	0.005371539	0.1041649	0	0.3231389	0.3841346	0.1237016	0	0	0	0	0	0.1536106	0.144484	0.09435319	0	0.04034634	0	0	0	0	0	0	0	0	0	0	0
0.4446105	0.1111526	0	0.01123172	0.04021535	0.0817838	0.159852	0.3157434	0.473324	0.5171886	0.4975246	0.4664692	0.3704167	0.2460702	0.1477203	0.0517487	0.001182748	0.1515884	0.07794473	0.09668071	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1097135	0.3562768	0.06698354	0	0	0	0	0	0.01738402	0.01760993	0.134127	0	0.3299542	0.3781012	0.1332942	0	0	0	0	0	0.1447151	0.1353589	0.09055305	0.005980194	0.05609126	0	0	0	0	0	0	0	0	0	0	1
0.4583063	0.1145766	0.03663521	0.1893483	0.3790913	0.45045	0.4614299	0.4829738	0.4613226	0.3873118	0.2712702	0.1490622	0.09984004	0.08565129	0.04867183	0.01450376	0.001040022	0.1489726	0.09628419	0.11828	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1045628	0.3740968	0.06055063	0	0	0	0	0	0.02575413	0.02608058	0.1422634	0	0.3418195	0.3545955	0.1424408	0	0	0	0	0	0.1315429	0.1246303	0.0842704	0.0160157	0.06469456	0	0	0	0	0	0	0	0	0	0	1
0.4636316	0.1159079	0.005909927	0.07243782	0.1791802	0.2273794	0.3040538	0.4370931	0.4835684	0.4704138	0.4306036	0.2979144	0.1474684	0.1045643	0.105315	0.05324786	0.006951311	0.1527582	0.07803522	0.1088135	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.103198	0.3677531	0.06168782	0	0	0	0	0	0.02137721	0.02169544	0.1401627	0	0.3340174	0.3746093	0.1362204	0	0	0	0	0	0.141644	0.1327514	0.08891354	0.007814788	0.06426439	0	0	0	0	0	0	0	0	0	0	1
0.4328626	0.1082156	0	0	0.005508308	0.1424143	0.2683038	0.1423369	0.09209292	0.2735711	0.4463289	0.5052761	0.4910702	0.490154	0.4983889	0.3737534	0.1340845	0.1589736	0.1527512	0.08777754	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1045014	0.3437141	0.06670919	0	0	0	0	0	0.01142006	0.01166608	0.1320407	0	0.281912	0.4302203	0.1124098	0	0	0	0	0	0.1718411	0.1544869	0.1059954	0	0	0.06945975	0	0	0	0	0	0	0.001070839	0	0	1
0.4654054	0.1163514	0.006951908	0.09951242	0.287315	0.4258798	0.4818071	0.5081375	0.5208383	0.5072191	0.378334	0.167476	0.06833157	0.07278426	0.05310535	0.02158207	0.005907884	0.1471548	0.07991175	0.1169539	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1072912	0.3733572	0.06195971	0	0	0	0	0	0.02590116	0.02619807	0.1409496	0	0.331339	0.3681509	0.1346764	0	0	0	0	0	0.1411918	0.132122	0.08731535	0.008220086	0.06153527	0	0	0	0	0	0	0	0	0	0	1
0.4594989	0.1531653	0.06755187	0.09172595	0.1148944	0.1238432	0.05633379	0.02774672	0.1410333	0.2454638	0.27342	0.3646878	0.4781061	0.5111976	0.4982797	0.3894233	0.1994119	0.1690839	0.08021443	0.09431492	0	1	0	0	0	0	0.3	0.2	0.2	0.2	0	0.2	0.6	0.2	0	0	0	0.2	0.3	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.08832239	0.34586	0.05804531	0	0	0	0	0	0.01050509	0.01091413	0.1388732	0	0.3211925	0.4154683	0.1306145	0	0	0	0	0	0.1555712	0.1438931	0.09873918	0	0.02194516	0.01126993	0	0	0	0	0	0	0	0	0	1
