0.6207305	0.167608	0.2395893	0.8888889	0.8888889
0.7911767	0.1167667	0.6541846	0.8333333	1
0.5880746	0.4443096	0.1359446	1	1
0.5633193	0.4890291	0.8413574	1	1
0.5266993	0.01065912	0.7077115	0.92	0.8571429
0.5765194	0.1257327	0.04438449	0.8888889	0.875
0.6149588	0.5632974	0.1101364	1	0.8
0.5989169	0.3869514	0.07996707	1	1
0.6133607	0.3547026	0.3383358	1	1
0.2175048	0.1819234	0.5739855	0.8888889	0.75
0.6136895	0.234274	0.1705058	0.875	0.8
0.5980034	0.5941015	0.5445873	1	1
0.4800242	0.04035196	0.4027169	0.9333333	0.9090909
0.6157188	0.1675916	0.4357855	0.8333333	0.8571429
0.6141768	0.1881979	0.1191999	0.8333333	0.8333333
0.5982204	0.2927594	0.7671983	0.75	0.8571429
0.6143214	0.3254461	0.1811232	1	1
0.5967734	0.008585989	0.4118788	0.8333333	0.875
0.5758712	0.4273174	0.4002892	1	0.8
0.362187	0.6932157	0.5442794	1	1
0.5081457	0.0202535	0.5268698	0.9333333	0.625
0.6043168	0.1452809	0.3655587	0.8333333	0.8571429
0.3019286	0.01102971	0.3363112	0.9	0.4
0.3063994	0.4638579	0.7016141	1	0.8
0.4445562	0.543471	0.1721405	1	0.3333333
0.6149488	0.368283	0.2159858	1	1
0.2332474	0.5290902	0.09895749	1	0.8
0.6164584	0.09321234	0.07159118	0.7777778	0.8
0.5962718	0.4728692	0.6555412	1	1
0.4271465	0.08037429	0.1528961	0.8888889	0.8888889
0.6137291	0.1961867	0.7382168	0.875	1
0.6150032	0.1790065	0.08734826	0.75	0.75
0.361405	0.5005845	0.1229887	1	0.8
0.6060444	0.3215147	0.7984341	0.875	1
0.2534475	0.2316252	0.390472	0.8333333	1
0.5344929	0.2450158	0.3801908	0.8333333	0.8571429
0.6136957	0.3871375	0.5884889	1	1
0.5979165	0.009641374	0.1156409	0.9	0.7142857
0.6167537	0.01473938	0.326953	0.9333333	0.75
0.6145918	0.485623	0.07265206	1	0.75
0.615047	0.09975114	0.07281901	0.7777778	0.5
0.6121879	0.4566866	0.5847069	1	0.75
0.594442	0.1451674	0.1585731	0.8888889	1
0.5883768	0.08459835	0.06970401	0.9	0.6666666
0.6144291	0.3531933	0.3611409	1	1
0.6066398	0.2887613	0.1581577	0.875	1
0.6182321	0.5633819	0.4616416	1	1
0.6141002	0.2700977	0.781621	0.75	0.6666666
0.5927626	0.3343742	0.1128947	1	0.8333333
0.6362306	0.1314503	0.8117025	0.8666667	0.8571429
0.6137119	0.3760843	0.4566882	1	0.6666666
0.6140666	0.08526468	0.420875	0.7777778	0.8
0.614844	0.4565491	0.2257416	1	1
0.6137564	0.129723	0.6185709	0.75	1
0.6133546	0.3716797	0.8393302	1	1
0.6136113	0.01368548	0.4196384	0.9333333	0.5714285
0.6133387	0.1969324	0.7521976	0.8333333	1
0.6140471	0.3438189	0.07095083	1	0.6666666
0.6136737	0.3895029	0.1657199	1	1
0.6143076	0.2455252	0.5431707	0.875	1
0.5953017	0.4208868	0.6571817	1	0.6
0.615191	0.4203092	0.0992495	1	0.6666666
0.6003876	0.2929036	0.02670849	0.8333333	0.6666666
0.5859857	0.388795	0.6466417	1	0.6666666
0.6091791	0.2651688	0.02312656	0.9	0.8333333
0.5625112	0.001260209	0.7993799	0.9	0.875
0.6807839	0.4036617	0.2183779	1	0.8
0.4285856	0.4416284	0.7934445	1	0.6
0.6153613	0.1398154	0.2156325	0.6666666	1
0.7095047	0.1013527	0.2116383	0.92	0.625
0.6136995	0.2416234	0.816596	0.875	1
0.6098785	0.03881449	0.006288656	0.8333333	0.6666666
0.5985468	0.3700884	0.4570969	1	1
0.6128951	0.1814653	0.09985487	0.875	0.5
0.6133952	0.1623143	0.461722	0.75	1
0.3230817	0.09555964	0.7786452	0.8666667	0.8571429
0.5898643	0.198737	0.1246674	0.8	0.8333333
0.3736519	0.7051228	0.5842456	1	1
0.466421	0.04461099	0.6232733	0.9	0.7142857
0.616655	0.3511764	0.2388675	1	1
0.5848857	0.1372127	0.1007017	0.75	0.6
0.6622849	0.5723304	0.7608358	1	1
0.614969	0.1933912	0.3470135	0.875	0.8
0.5756074	0.12203	0.34863	0.75	0.8333333
0.4787879	0.3877666	0.07666264	1	0.8333333
0.6142741	0.6133821	0.02786528	1	0.6666666
0.6131842	0.3001776	0.4162333	1	1
0.6012879	0.6383536	0.3598985	1	1
0.6316822	0.04485329	0.703907	0.75	1
0.5715505	0.01466396	0.04679902	0.9333333	0.8
0.1732334	0.5074753	0.7306846	1	1
0.6069319	0.3316764	0.2730903	1	0.5
0.4476753	0.3965858	0.1011278	1	0.8333333
0.6130445	0.2509765	0.08550449	0.8333333	0.875
0.6127591	0.1153948	0.6370761	0.75	1
0.682664	0.6822773	0.05553521	1	1
0.213145	0.2398756	0.06291521	0.8333333	0.5714285
0.61219	0.5254331	0.5498917	1	0.75
0.5110317	0.04791017	0.1434172	0.9	0.8888889
0.5243185	0.5207383	0.1008002	1	0.8
