1.091875	0.1974	0.1936651	0.6666667	0.25
1.091875	0.1535011	0.7245396	0.3265986	0.1111111
1.091875	0.006327319	0.1395797	0	0.2
1.091875	0.1486932	0.004370848	0.4	0.5
1.081076	0.09229064	0.07189012	0.2041242	0.6
1.091875	0.2791995	0.02301166	0.125	0.2
1.064464	0.1236632	0.08363127	0.1924501	0.5
0.5543456	0.05801191	0.1912461	0.1924501	0.5714286
1.029893	0.09546085	0.785149	0.1924501	0.25
1.091875	0.01390898	0.7257096	0.4082483	0.2857143
1.091875	0.1837692	0.7389822	0.08333334	0
1.091875	0.02162879	0.315637	0.125	0.4
0.4993324	0.04451752	0.7784396	0.1924501	0.2222222
1.091875	0.1122491	0.4779107	0	0
1.091875	0.2132237	0.07364524	0.2041242	0.3333333
1.079176	0.09101524	0.1125244	0.1924501	0.2857143
1.091875	0.1461448	0.06535989	0.1924501	0.4
0.5977471	0.2482048	0.0639393	0	0.2
1.091875	0.007135582	0.6537489	0.3162278	0.2222222
0.6737267	0.1296358	0.134743	0.3265986	0.3333333
0.915251	0.09735694	0.7009268	0.3872983	0.4285714
0.9603518	0.09949207	0.5291983	0.2108185	0.3
1.091875	0.2206405	0.2448602	0.125	0.3333333
1.040374	0.1992328	0.527219	0.2886751	0.3333333
0.881834	0.07690458	0.2653691	0.2108185	0.5
1.083218	0.03110087	0.06901409	0.125	0.1428571
0.209142	0.07203863	0.2417062	0.3872983	0.5
1.003095	0.1215471	0.1289858	0.1825742	0.2222222
0.8184748	0.09322591	0.7056981	0.1924501	0.2857143
1.091875	0.1515799	0.07541554	0.3265986	0.3333333
0.8501948	0.09109761	0.05909048	0.2108185	0.3
0.8216674	0.1862296	0.4620588	0.125	0.125
0.9480901	0.02284708	0.7821308	0.2721655	0.3333333
0.9474574	0.1222536	0.2347223	0.125	0.125
1.091875	0.1084364	0.7235178	0.1333333	0.3333333
0.9771255	0.1100789	0.294561	0.4082483	0.5714286
0.391279	0.01825056	0.6715298	0.3265986	0.3
1.072763	0.131479	0.5006631	0.4	0.2857143
1.091875	0.184907	0.3312992	0.125	0.1666667
0.8691651	0.2821875	0.1149116	0	0.2
1.091875	0.2285576	0.07029346	0.3849002	0.4
1.071456	0.1209907	0.01317933	0.2886751	0.6
1.091875	0.2184457	0.3967196	0.5443311	0.1428571
0.7703459	0.02445641	0.0790342	0.4330127	0.2857143
1.091875	0.2059844	0.3384399	0.3333333	0.125
1.091875	0.2872634	0.4299051	0.125	0.1666667
1.052385	0.09812055	0.5706499	0.3535534	0.1111111
0.2794157	0.0279115	0.2262242	0.2357023	0.3333333
0.460777	0.005273127	0.08477693	0.2108185	0.5555556
1.091875	0.1217468	0.04899355	0.4082483	0.5
