380.1524	671.461	351.0216	0	0	0	0	0	0	0	22.576	84.84714	569.6514	713.6185	728.2662	728.2662	728.2662	4.661396	45.2641
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.249677	12.4055
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.110174	146.2152
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.019721	49.27234
165.6323	39.20632	0	466.5348	774.7137	261.3597	0	0	0	0	5.113874	94.60648	283.5367	284.1049	284.1049	225.2941	76.70797	4.982505	85.85518
187.2126	0	0	0	0	0	0	153.8559	522.0236	671.8692	519.3536	223.7293	0	0	156.7222	0	0	2.488904	102.4696
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.748215	93.94336
181.1992	178.2312	775.8244	896.3664	896.357	872.4893	664.0128	88.98837	0	0	0	0	267.6148	0	0	0	0	4.027814	165.984
762.8336	0	0	0	0	0	369.2967	1386.917	359.1949	0	0	0	0	32.4696	407.8995	214.3341	0	5.987468	177.6847
435.0349	104.7143	0	0	0	0	0	4.82977	72.64766	433.6963	387.5493	161.0189	842.8192	851.3323	851.3474	851.3323	851.3323	6.433856	67.93716
36.16665	0	0	0	0	0	4.97756	353.997	671.8692	671.8692	305.0255	0	132.9603	0	0	0	0	2.654499	137.9553
83.25884	96.97408	548.0505	724.4757	739.3934	754.6035	737.751	118.0479	0	0	0	0	0	0	0	0	0	6.765981	105.7179
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.544731	82.46049	41.23125	7.026782	31.33679
16.33056	0	0	0	134.6525	738.2858	495.8743	345.8271	671.2661	736.0975	154.6863	0	0	0	0	0	0	6.468847	164.2661
134.3701	378.9761	278.9396	8.893803	0	0	0	0	152.2012	4.058699	0	231.892	586.2988	607.285	225.4646	434.1036	423.9402	3.181368	61.52874
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.215755	21.15167
171.5985	140.6312	284.1049	284.1049	284.1049	271.0355	147.1656	62.7869	0	0	0	0	0	0	7.954918	257.3978	217.3392	6.341	105.8363
200.3127	342.9978	343.0353	354.3739	349.2607	129.9972	1.714996	0	0	0	0	0	0	0	0	63.79776	108.2885	4.787624	130.7006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.281954	172.1774
165.338	0	409.2833	728.2662	728.2662	654.5507	596.9179	724.4892	728.2662	728.2662	88.11908	0	0	0	366.1595	0	0	5.016841	146.1968
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.955894	117.6372
0	203.7022	179.5534	0	0	0	0	0	0	0	0	24.69593	258.623	250.734	0	0	71.59411	4.360713	96.96854
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.325745	49.36485
0	805.3611	687.8792	85.98492	0	1.371997	63.11177	0	0	0	0	0	191.4094	2.272833	31.9145	352.3047	824.9415	6.148674	157.0656
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3609	25.93079
516.2853	0	0	0	0	0	0	0	0	19.3236	578.6384	1550.121	30.44025	0	0	0	0	6.199861	74.77788
30.90557	579.1505	671.8692	667.838	31.57743	0	0	0	0	0	0	0	0	0	0	0	47.0302	2.627	86.05914
0	632.8626	657.6238	482.8387	16.02167	0	0	42.08183	1036.117	1132.79	141.0309	0	0	0	0	0	279.651	5.577689	118.1713
672.9264	0	0	0	261.8996	1917.071	1017.845	0	0	0	0	1190.489	1141.797	970.7478	879.1378	498.2551	142.41	4.55214	84.05402
0	0	0	0	0	0	2.029349	917.6075	1168.874	1182.838	428.1931	0	0	0	0	0	0	5.827864	57.3234
0	19.45247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.5556	6.784992	32.30872
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.366697	129.785
0	0	0	0	24.03248	34.22807	0	0	0	0	0	0	0	0	10.48417	0	0	4.576835	33.96237
93.76023	0	0	0	0	0	196.1057	413.3694	415.996	124.299	7.558697	0	0	0	0	56.91916	0	7.143391	150.7456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.530749	32.24731
241.4879	14.20521	134.0969	284.1049	284.1049	281.2638	100.8568	39.77452	30.11501	87.2198	252.8521	284.1049	284.1049	263.9325	57.10483	7.670814	158.8139	6.205614	138.5709
85.84879	0	0	0	0	0	0	26.25904	206.2956	1.72473	0	0	0	70.0767	122.3981	32.35504	0	6.715631	134.2854
77.53299	278.7067	284.1049	284.1049	278.1385	12.50059	238.3736	836.0086	760.3351	660.7987	558.4391	0	0	0	0	0	23.86473	5.059764	13.99454
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.376086	38.62385
420.1823	0	0	0	0	0	391.1849	745.7963	395.4693	0	0	0	0	0	0.8649912	633.0442	329.1353	6.171518	80.38074
185.8037	0	0	0.8523123	173.3031	284.1049	284.1049	284.1049	242.3403	82.39004	258.8184	284.1049	284.1049	284.1049	96.027	0	0	6.175331	68.86078
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.890224	138.4728
1242.705	217.952	12.48021	29.95777	724.7209	156.4946	198.2876	465.9774	1298.787	1416.347	1416.347	502.8025	1.416341	0	0	797.5362	279.1301	5.723495	34.07819
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.063471	82.91811
664.4354	728.2662	521.7385	470.9217	685.2784	713.178	642.6282	583.934	591.1902	624.3011	714.6271	682.8905	444.9751	445.0532	728.2662	728.2662	728.2662	4.682024	55.33384
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.674504	43.63516
0	0	0	0	0	0	0	0	0	0	0	173.7973	26.71881	8.6114	83.03848	20.9134	0	2.776256	105.567
0	0	36.36528	171.8826	62.21869	0	0	0	0	0	0	0	15.05753	0	0	0	0	6.515228	121.8495
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.161388	29.78967
349.6988	231.643	64.49586	25.38193	44.58985	211.8217	297.0742	197.7555	253.5189	346.4915	336.138	258.28	315.9018	320.0176	125.8812	230.4553	97.77805	5.258028	140.0703
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.996727	165.8253
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61592	60.89885
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47677	21.79749
48.79319	75.73866	0	0	0	0	0	0	0	0	177.6945	721.7117	728.2661	224.3742	469.4752	453.4029	698.407	4.684269	133.9954
21.3078	0	0	0	0	0	0	0	119.8917	284.1049	284.1049	283.2526	113.6414	0	0	0	0	3.80799	3.712146
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8891665	123.0616
0	0	0	0	0	0	0	0	39.26924	0	0	0	0	0	0	0	0	0.6630185	4.30739
271.3196	195.7473	259.1025	268.1943	119.6076	8.239022	0	0	0.2841041	60.22997	182.6785	154.8364	251.4316	250.5793	116.7665	96.3111	136.3697	4.708882	41.03577
0	0	0	0	0	0	0	0	107.4976	135.0438	0	0	0	0	0	0	0	1.907884	48.27784
626.588	612.5204	577.0181	726.037	728.2661	728.2661	725.8779	139.5279	481.1821	727.3109	728.2662	728.2662	622.391	606.3743	646.0374	572.7195	697.4269	4.620183	161.1954
208.2248	0	0	0	0	0	444.2951	710.0012	170.3924	18.70831	33.26545	172.1011	707.6501	217.0888	0	0	0	3.113302	42.53265
990.3891	946.4901	888.7765	873.674	923.7268	1626.275	234.185	0	0	0	0	0	958.6633	507.0253	695.6199	639.9697	708.9998	4.194176	38.72747
0	0	0	0	0	51.91429	2.703082	0	0	0	0	0	0	0	0	0	0	2.878918	68.23651
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.342673	40.62122
0	0	0	0	0	90.30379	474.0994	48.93905	524.6955	690.396	278.9226	452.5453	8.117397	0	0	0	0	4.9028	97.79163
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.377275	64.75275
75.24844	50.73375	0	0	0	0	13.10522	611.6973	761.7996	750.9012	142.8054	359.1949	152.2012	4.058699	0	36.5283	375.4297	3.379013	22.82019
304.0258	0	0	0	0	0	89.87544	105.3996	392.7182	1519.083	842.4899	0	0	0	0	0	0	3.046205	112.0488
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.404169	33.14835
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.519584	51.19058
0	201.5647	0	2.556937	46.0248	0	0	0	0	0	0	0	0	0	0	28.97501	246.4471	7.294254	62.70624
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.424031	164.6022
0	0	0	0	0	0	0	0	0	0	0	171.3391	78.7533	71.77416	77.51942	77.57458	0	7.10689	89.28433
97.82976	0	0	0	0	0	0	0	0	0	0	0	0	285.1631	1942.05	2002.414	618.2003	4.96649	120.1046
45.7407	0	0	0	0	0	0	0	0	72.16232	282.6844	284.1049	284.1049	156.8251	0	0	0	6.287762	35.38494
97.58641	0	0	0	0	0	0	0	0	0	44.42371	688.2112	728.2662	728.2662	466.0885	0	0	4.353227	29.76913
0	0	0	0	0	0	0	0	0	76.74031	99.93624	42.83654	0	0	0	0	0	1.269823	150.8005
3.458701	305.4147	878.7402	0	0	0	0	0	0	0	0	491.1391	136.0553	248.7631	0	0	0	3.557203	120.6317
26.38155	0	0	0	196.8467	227.2868	0	0	0	0	0	0	34.49894	0	0	0	0	3.134462	166.1956
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8425303	60.14811
0	138.3972	0	0	0	0	0	0	0	0	0	0	13.34071	162.0647	189.734	316.908	604.0343	3.27273	29.66266
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4375421	113.2414
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9098406	24.53449
52.7631	0	0	16.23479	0	0	0	0	0	0	0	0	0	0	0	0	18.26414	3.313588	2.193299
0	353.3668	31.5901	0	0	0	0	0	0	0	0	0	0	0	0	66.1188	14.69307	6.597695	38.7633
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.077132	70.32874
38.93663	0	120.4829	702.3333	734.6592	734.6592	734.6592	722.9044	263.0049	0	0	0	0	278.4326	0	0	0	5.472103	119.936
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.290153	15.14899
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.173259	16.60406
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.583629	68.98544
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5387103	49.32089
0	760.8681	722.8635	601.0902	76.2537	0	0	0	0	0	0	0	0	0	0	86.36899	612.4303	2.907607	137.7719
508.0009	795.2586	111.4367	2.104334	0	0	0	37.37577	394.745	789.4218	272.2435	0	0	0	0	0	40.5503	6.178425	118.5907
0	0	0	0	0	0	0	0	0	0	0	292.7598	581.8835	94.67332	307.3252	105.5972	0	4.736458	146.8887
146.0571	1045.077	36.0043	667.8196	728.2661	728.2661	587.7097	0	0	54.46693	486.3129	596.7044	434.9579	931.2414	1100.387	1194.521	772.8932	5.685869	81.82324
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6902183	54.08832
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.919911	24.22388
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.655969	101.5908
0	0	0	0	0	60.20997	131.1239	0	0	0	0	0	0	0	0	0	32.11202	1.558884	2.981372
532.6027	1378.638	383.8024	0	62.44456	580.1277	751.1754	1833.809	1925.397	0	0	0	0	0	0	338.8524	1075.611	4.734337	29.85507
